Country,Location_name,Region,Latitude,Longitude,Avg_temp,total_rainfall,Avg_humidity,Crop,Season,Average_Yield
India,Nagaon,Maharashtra,17.47,73.62,23.94986264,11037.6,84,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.24986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.49986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.14986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.54986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.49986264,11037.6,95,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.79986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.64986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.44986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.64986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.64986264,11037.6,99,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.54986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.69986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.09986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,24.09986264,11037.6,94,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.19986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.19986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.39986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.74986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.49986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.64986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.74986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.24986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.04986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,21.99986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.14986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.94986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.34986264,11037.6,95,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.59986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,21.99986264,11037.6,99,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.39986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.09986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.09986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,21.99986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.49986264,11037.6,98,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.59986264,11037.6,97,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.59986264,11037.6,96,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.84986264,11037.6,94,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.94986264,11037.6,92,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.84986264,11037.6,88,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.54986264,11037.6,87,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.39986264,11037.6,79,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.19986264,11037.6,83,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.74986264,11037.6,91,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,24.04986264,11037.6,87,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.99986264,11037.6,94,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.79986264,11037.6,73,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,24.34986264,11037.6,69,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,24.24986264,11037.6,72,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,24.49986264,11037.6,72,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.34986264,11037.6,85,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.49986264,11037.6,74,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.39986264,11037.6,78,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.39986264,11037.6,74,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.44986264,11037.6,48,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,21.94986264,11037.6,50,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,22.29986264,11037.6,56,Coconut ,Whole Year ,600
India,Nagaon,Maharashtra,17.47,73.62,23.19986264,11037.6,61,Coconut ,Whole Year ,600
India,Darrang,Assam,26.63,92.8,26.78290677,5994.8,78,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,26.98290677,5994.8,77,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.03290677,5994.8,90,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.18290677,5994.8,89,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.23290677,5994.8,92,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.13290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.58290677,5994.8,89,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.43290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.58290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.08290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.23290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.73290677,5994.8,95,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.68290677,5994.8,97,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.88290677,5994.8,96,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.43290677,5994.8,90,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,26.18290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.88290677,5994.8,95,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.18290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.03290677,5994.8,95,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.23290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.78290677,5994.8,92,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.33290677,5994.8,97,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.28290677,5994.8,96,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.23290677,5994.8,98,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.03290677,5994.8,99,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.33290677,5994.8,98,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.18290677,5994.8,97,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.98290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.73290677,5994.8,90,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.88290677,5994.8,89,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.93290677,5994.8,91,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.63290677,5994.8,84,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,25.28290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.88290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.78290677,5994.8,96,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.53290677,5994.8,97,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,24.03290677,5994.8,98,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.83290677,5994.8,99,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.78290677,5994.8,98,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.68290677,5994.8,98,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.53290677,5994.8,97,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.73290677,5994.8,95,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.73290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.38290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.18290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,23.13290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.78290677,5994.8,96,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.88290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.63290677,5994.8,90,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.73290677,5994.8,91,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.43290677,5994.8,90,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.23290677,5994.8,88,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,21.93290677,5994.8,88,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,21.83290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.28290677,5994.8,77,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.03290677,5994.8,87,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.08290677,5994.8,91,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.38290677,5994.8,94,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.03290677,5994.8,93,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,21.98290677,5994.8,91,Rice,Summer     ,300
India,Darrang,Assam,26.63,92.8,22.23290677,5994.8,92,Rice,Summer     ,300
India,Dibrugarh,Assam,27.48,94.9,27.47237443,7480.9,75,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.17237443,7480.9,90,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.07237443,7480.9,93,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.22237443,7480.9,92,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.42237443,7480.9,88,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.72237443,7480.9,86,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.82237443,7480.9,86,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.62237443,7480.9,84,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.07237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.92237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.87237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.12237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.02237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.97237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,26.82237443,7480.9,80,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.72237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.92237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.27237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.87237443,7480.9,91,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.27237443,7480.9,93,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.27237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.17237443,7480.9,98,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.82237443,7480.9,94,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.07237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.97237443,7480.9,89,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.07237443,7480.9,89,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.62237443,7480.9,89,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.72237443,7480.9,93,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,25.07237443,7480.9,90,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.52237443,7480.9,91,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.82237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.67237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.77237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.47237443,7480.9,98,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,24.32237443,7480.9,98,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.72237443,7480.9,99,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.77237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.57237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.52237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.62237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.77237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.42237443,7480.9,94,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,23.27237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.97237443,7480.9,97,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.77237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.67237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.47237443,7480.9,93,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.92237443,7480.9,87,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.37237443,7480.9,93,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.12237443,7480.9,91,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.07237443,7480.9,90,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,21.77237443,7480.9,86,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,21.42237443,7480.9,83,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.47237443,7480.9,74,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,21.92237443,7480.9,64,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,21.67237443,7480.9,90,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.12237443,7480.9,96,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.22237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,21.92237443,7480.9,95,Coconut ,Whole Year ,300
India,Dibrugarh,Assam,27.48,94.9,22.27237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,27.92237443,7480.9,69,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,27.27237443,7480.9,75,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.67237443,7480.9,83,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,26.37237443,7480.9,75,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,26.32237443,7480.9,80,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.42237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.82237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,26.07237443,7480.9,91,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,26.22237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.62237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.82237443,7480.9,89,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.92237443,7480.9,94,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.22237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.62237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.52237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.97237443,7480.9,87,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,26.32237443,7480.9,84,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.32237443,7480.9,89,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.42237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.67237443,7480.9,87,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.72237443,7480.9,87,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.32237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.27237443,7480.9,98,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.47237443,7480.9,98,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.32237443,7480.9,98,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.17237443,7480.9,95,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.32237443,7480.9,95,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.07237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.52237443,7480.9,86,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.72237443,7480.9,91,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.82237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.32237443,7480.9,91,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.27237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,25.12237443,7480.9,94,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.87237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.07237443,7480.9,99,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.07237443,7480.9,97,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.12237443,7480.9,95,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.22237443,7480.9,97,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.82237443,7480.9,96,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.17237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.27237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,24.02237443,7480.9,92,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.87237443,7480.9,91,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.82237443,7480.9,85,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.42237443,7480.9,89,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.37237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.32237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.37237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.27237443,7480.9,90,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,23.07237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.82237443,7480.9,89,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.62237443,7480.9,87,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.47237443,7480.9,88,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.97237443,7480.9,80,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.57237443,7480.9,81,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.87237443,7480.9,87,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.72237443,7480.9,89,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.67237443,7480.9,83,Coconut ,Whole Year ,300
India,Barpeta,Assam,26.32,91,22.97237443,7480.9,86,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,26.49244763,8646.3,74,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,26.34244763,8646.3,78,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.89244763,8646.3,86,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.19244763,8646.3,85,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.29244763,8646.3,88,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.14244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.34244763,8646.3,86,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.44244763,8646.3,81,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.69244763,8646.3,80,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.04244763,8646.3,89,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.09244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.44244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.64244763,8646.3,93,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.54244763,8646.3,95,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.84244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.24244763,8646.3,88,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.54244763,8646.3,87,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.74244763,8646.3,92,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.89244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.79244763,8646.3,91,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,25.09244763,8646.3,83,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.49244763,8646.3,87,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.94244763,8646.3,96,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.79244763,8646.3,96,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.59244763,8646.3,97,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.84244763,8646.3,98,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.74244763,8646.3,97,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.94244763,8646.3,94,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.69244763,8646.3,91,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.49244763,8646.3,88,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.79244763,8646.3,84,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.84244763,8646.3,84,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.94244763,8646.3,82,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.39244763,8646.3,92,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.74244763,8646.3,89,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,24.44244763,8646.3,93,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.44244763,8646.3,98,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.39244763,8646.3,98,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.29244763,8646.3,97,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.34244763,8646.3,97,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.24244763,8646.3,95,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.19244763,8646.3,94,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.54244763,8646.3,89,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.44244763,8646.3,87,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,23.14244763,8646.3,89,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.74244763,8646.3,90,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.64244763,8646.3,89,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.74244763,8646.3,86,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.64244763,8646.3,86,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.59244763,8646.3,85,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.34244763,8646.3,84,Coconut ,Whole Year ,300
India,Udalguri,Assam,26.77,92.13,22.29244763,8646.3,79,Coconut ,Whole Year ,300
